account_id,vpa,state,bank,role,is_mule
116067d7-992,8k06moxs@oksbi,Kerala,HDFC,clean,0
2328b533-d95,wjeyub19@icici,Karnataka,Axis,clean,0
ba81f20d-2be,tkcd0rle@okaxis,Gujarat,SBI,clean,0
dec88820-146,w6lqwlvu@upi,Maharashtra,BOB,clean,0
dc036929-eff,8gl2zxjm@upi,Maharashtra,Axis,clean,0
ca1e97cd-4e6,q1rdxck3@icici,Telangana,HDFC,clean,0
815a78a7-e61,0w064w3u@okaxis,Maharashtra,SBI,clean,0
8e5cd165-8cb,j6txfo6v@paytm,Kerala,HDFC,clean,0
66c63394-70b,sdnai89y@icici,Telangana,HDFC,clean,0
d7955ac1-ec5,fuu5f07b@axl,Telangana,HDFC,clean,0
ab332325-6cf,jiys2n75@ybl,Tamil Nadu,PNB,clean,0
5a53f848-ec8,d8wj0uun@apl,Maharashtra,ICICI,clean,0
b28fc016-34a,x4sn6sm5@axl,Kerala,BOB,clean,0
2c0c791b-29d,5a5piskf@oksbi,Telangana,ICICI,clean,0
8a34eeb1-73d,zei3zrrh@oksbi,Kerala,PNB,clean,0
4c26e044-3e8,oieves6f@oksbi,West Bengal,ICICI,clean,0
0a9225e3-208,so8w5038@okaxis,Karnataka,Axis,clean,0
87088df9-723,95g3v23g@icici,Kerala,ICICI,clean,0
d434bc72-c00,0mqvindh@icici,Karnataka,PNB,clean,0
6109748c-75e,3vg6v5t1@ibl,Telangana,Axis,clean,0
253a3b26-f4f,ev361xsn@ybl,Gujarat,PNB,clean,0
61dacc37-3af,p7r1m264@ibl,Kerala,Axis,clean,0
404bee3c-794,j16dvtja@ybl,Karnataka,Kotak,clean,0
17fca863-f60,eaxylnfx@paytm,Kerala,ICICI,clean,0
16e55977-f2b,tuw9ohtu@oksbi,West Bengal,ICICI,clean,0
2bd5d145-db0,tjlmz04x@okaxis,Kerala,Axis,clean,0
a65a521d-a01,zfhomtzz@oksbi,West Bengal,Axis,clean,0
abb0956f-413,adf7pchc@ybl,Gujarat,PNB,clean,0
46b23fe2-5eb,7oxk8c1g@axl,Telangana,Axis,clean,0
ebee6395-f0f,hx2kbvsi@oksbi,Tamil Nadu,PNB,clean,0
bb266567-4bb,mx9djoyo@okaxis,Tamil Nadu,Kotak,clean,0
e75380e3-936,0cdk36m8@paytm,Tamil Nadu,HDFC,clean,0
701c0d10-59a,8qoagsus@upi,Kerala,SBI,clean,0
d797c026-0e2,sjt2jpnr@okaxis,West Bengal,BOB,clean,0
6ba34083-55e,8qqvaecw@okaxis,Maharashtra,PNB,clean,0
0ff28a1c-817,il8sa3id@upi,Gujarat,SBI,clean,0
36890ab2-d16,7rm6j8y6@axl,Kerala,PNB,clean,0
333ff240-187,iiji44m2@ibl,Karnataka,SBI,clean,0
bb2eba83-a1c,8ra484nl@paytm,Gujarat,Axis,clean,0
8faab40b-0cf,96khub2r@icici,Karnataka,SBI,clean,0
f826568b-9f5,m41qesla@okaxis,Kerala,Axis,clean,0
daefad95-27b,dn5gjj8m@oksbi,Kerala,Axis,clean,0
10818e5f-69f,hzn4kgeu@okaxis,Telangana,BOB,clean,0
d41e17b8-b9f,z2t4h20r@ybl,Tamil Nadu,HDFC,clean,0
3c8e10be-1ce,r94sz2ku@ybl,Telangana,Axis,clean,0
8b3a52b5-76e,yc3rwqmm@icici,Tamil Nadu,Kotak,clean,0
d23b9c8f-278,jae58hux@oksbi,West Bengal,BOB,clean,0
9b3bd143-106,myr06nkw@oksbi,Maharashtra,BOB,clean,0
2500e1a0-89a,x7pwo6cm@upi,Karnataka,ICICI,clean,0
e4a54308-6a3,kjxjq5nv@axl,Gujarat,Axis,clean,0
15bb3739-991,ga0x7zcg@ibl,Karnataka,SBI,clean,0
fdf65419-e86,7rb1s9dw@ibl,Tamil Nadu,PNB,clean,0
9bb85d81-e50,likwe4bx@upi,Telangana,BOB,clean,0
fbac67aa-dd8,q57te8tv@axl,Telangana,PNB,clean,0
cdd27bc1-dc1,wusxlmt2@axl,Gujarat,ICICI,clean,0
de630927-308,ofas1ekt@axl,Maharashtra,BOB,clean,0
3903da2e-a66,k12v2tg5@apl,Telangana,Axis,clean,0
f1306f21-cef,f0onjpi1@paytm,Karnataka,ICICI,clean,0
a371a87c-ef1,03o4gkww@paytm,Gujarat,PNB,clean,0
0a10972f-813,rlf8a9ke@axl,Kerala,PNB,clean,0
7e962fc5-e68,ifrml29q@ybl,Tamil Nadu,ICICI,clean,0
88ccb91c-dbb,48c1cqg4@apl,Tamil Nadu,BOB,clean,0
3130fc81-4e9,e1i1p0bq@ibl,Tamil Nadu,Kotak,clean,0
786ee19f-951,9ryllwb7@icici,Gujarat,SBI,clean,0
f5ed200a-714,rkmby9ip@ybl,Maharashtra,HDFC,clean,0
8cc02af2-3b1,je2ab2rv@upi,West Bengal,BOB,clean,0
4956140d-046,irym81cm@oksbi,Tamil Nadu,PNB,clean,0
bf8daac7-444,2ei9212p@okaxis,Kerala,SBI,clean,0
4a3fb95b-e6e,n0jbzutr@oksbi,Gujarat,Kotak,clean,0
15386809-9f2,lq5v4ftq@paytm,Maharashtra,Kotak,clean,0
8ed524ee-6d2,q1s05wnw@upi,Maharashtra,PNB,clean,0
320db857-eb5,xtnsrtwl@upi,Tamil Nadu,SBI,clean,0
11c9ca6c-0cd,sc4e5hrd@apl,Tamil Nadu,PNB,clean,0
e08eea9e-3fa,szjnvc7h@axl,Telangana,BOB,clean,0
fc67a622-d29,qxm0632c@paytm,Tamil Nadu,Kotak,clean,0
7193a5d0-081,04chsdin@okaxis,Tamil Nadu,Kotak,clean,0
b06871d7-817,iwg0odwm@axl,Gujarat,PNB,clean,0
30954f8d-335,pd2tsxtv@upi,Gujarat,ICICI,clean,0
a408bd71-981,9ln1p0vu@okaxis,Kerala,Axis,clean,0
9638e7a0-a3a,t0mq8abk@ybl,West Bengal,Kotak,clean,0
898ace33-3f3,9kkh4a3y@paytm,Karnataka,Kotak,clean,0
2b0e6e2e-1f6,u7fbmenu@okaxis,Kerala,ICICI,clean,0
9658742d-f26,kuuhclrr@ibl,West Bengal,Kotak,clean,0
18efcd83-447,k0ucc1m3@apl,Gujarat,BOB,clean,0
3f9ee135-4b0,5ixva1nk@ybl,Tamil Nadu,ICICI,clean,0
71106fca-bed,ulzfy981@icici,Kerala,SBI,clean,0
e15d55b9-ba9,p2fmr0tj@apl,Karnataka,Kotak,clean,0
8f237b1a-04e,1eeurxhw@icici,Telangana,HDFC,clean,0
cee17028-635,c1l7dypm@upi,Karnataka,ICICI,clean,0
56954669-560,x1gm32wp@okaxis,Kerala,HDFC,clean,0
d2688e7f-3c2,n14eb875@paytm,Gujarat,SBI,clean,0
38d6e582-cd0,yeqahths@paytm,Maharashtra,Kotak,clean,0
3c3c1190-4fb,w9zyn6sj@ybl,Telangana,ICICI,clean,0
bfa5558d-959,2wbxanj4@upi,Karnataka,BOB,clean,0
ad258476-426,a5xin9dl@icici,Tamil Nadu,SBI,clean,0
0dcc2242-7f7,h8uzb7kr@oksbi,Karnataka,SBI,clean,0
c716a5a8-fe4,ymk99jcj@apl,Maharashtra,BOB,clean,0
0248c411-18c,78imoe0s@okaxis,Tamil Nadu,Axis,clean,0
33e404df-c0a,uplvqexu@okaxis,Karnataka,BOB,clean,0
ce4481c5-154,lzse99f7@oksbi,Karnataka,ICICI,clean,0
c881ee60-b74,u8el5015@apl,Tamil Nadu,Axis,clean,0
291be5ac-6df,p767j2dg@paytm,Maharashtra,Kotak,clean,0
ef581a18-a36,wviac2e4@axl,Kerala,PNB,clean,0
29d0cf3a-270,n4regb1a@paytm,Gujarat,Axis,clean,0
e21f0d08-204,091c795r@upi,Karnataka,BOB,clean,0
5ec1cb78-2d9,5p1v3zo7@icici,Telangana,Kotak,clean,0
ec8fbf62-67f,52sq3b9s@apl,Gujarat,PNB,clean,0
7f90cc04-8a6,uswbkok3@axl,Tamil Nadu,HDFC,clean,0
368e12fa-90b,k7y6qxds@oksbi,Telangana,BOB,clean,0
f7e163d4-403,7zeoqgvz@okaxis,Kerala,Axis,clean,0
2197e198-4e7,jy62zeeq@upi,Tamil Nadu,SBI,clean,0
69681540-b97,z09wftbg@upi,Kerala,Kotak,clean,0
2fa2cb90-de4,xf5gzpl1@axl,West Bengal,ICICI,clean,0
93972fa1-bff,g68a1arr@ybl,Gujarat,Kotak,clean,0
40e259ef-b8c,ivrocvit@icici,Telangana,BOB,clean,0
aab2c0e3-bcd,hgbmfbuv@upi,West Bengal,SBI,clean,0
1433fde1-1dd,d9fkxzuu@axl,Tamil Nadu,PNB,clean,0
d40c7f91-9fe,mb1l6314@ibl,Kerala,ICICI,clean,0
4d45d924-039,ezjsszwd@icici,Telangana,SBI,clean,0
32db899d-85a,0v2zp4ju@upi,Telangana,HDFC,clean,0
c0de6a5e-0b9,uswrgvz9@ybl,Kerala,SBI,clean,0
1f7e151c-59a,q20hwobm@okaxis,Tamil Nadu,SBI,clean,0
ff015559-481,hk2lslay@upi,Gujarat,Axis,clean,0
043e14fa-255,u83g47rr@ybl,Gujarat,PNB,clean,0
7b3b2f4a-e30,rw6tm2o0@icici,Karnataka,ICICI,clean,0
3c04574b-b03,0lthy25m@oksbi,Kerala,ICICI,clean,0
1dff960e-c72,b9w4uov5@paytm,West Bengal,PNB,clean,0
d1aedf8e-b07,lboriq8h@paytm,West Bengal,HDFC,clean,0
6cb62eb2-7f2,nbhds26f@upi,Tamil Nadu,Axis,clean,0
4e8e9973-82f,5ll1d9s9@okaxis,Gujarat,PNB,clean,0
3c3a17d9-186,qzsa7yvd@axl,Tamil Nadu,SBI,clean,0
0d49bdb5-2c0,sxlul6lg@paytm,Tamil Nadu,Kotak,clean,0
54c54ed4-726,1yjfe8ud@icici,Maharashtra,ICICI,clean,0
de2ef3f1-ab7,lfzkicwm@axl,Kerala,SBI,clean,0
13339c2c-6a6,b6bndoz6@axl,Karnataka,Kotak,clean,0
8cf20348-4b6,l3zyt91q@oksbi,Maharashtra,SBI,clean,0
bc5d6484-72a,2zdlx1q8@oksbi,West Bengal,BOB,clean,0
01fe3c1a-6f8,jng7l4lr@ibl,Kerala,Axis,clean,0
9abe9954-38e,mqg1ved3@ibl,Tamil Nadu,ICICI,clean,0
e738b31f-0c3,x2toowt9@apl,Kerala,SBI,clean,0
5327d76c-929,hyp9umyg@ibl,Maharashtra,PNB,clean,0
7b0d2a9d-0f8,urvqt3g8@ibl,Gujarat,Kotak,clean,0
05438732-9d3,yv3lxchf@ybl,Tamil Nadu,BOB,clean,0
28070a63-70b,xqkwqh5k@paytm,Karnataka,Axis,clean,0
3941c113-d9b,9mda9oek@upi,Gujarat,Kotak,clean,0
60186fb8-833,au9dkbpv@upi,Tamil Nadu,PNB,clean,0
403938ca-605,ophgft4m@apl,Telangana,HDFC,clean,0
388259e0-08a,9yecazrp@oksbi,Maharashtra,SBI,clean,0
3e35461b-eca,xoq2vpgs@icici,Karnataka,BOB,clean,0
1e76c35b-bdc,nipar0zj@icici,Telangana,Kotak,clean,0
94acc6b0-f97,bbrnu8c0@icici,Maharashtra,BOB,clean,0
edc4c65a-097,2qc6dr08@ibl,West Bengal,PNB,clean,0
409c06a8-91d,tuw6taq6@upi,Gujarat,Axis,clean,0
dcd27afa-05a,82kb700u@ybl,Maharashtra,PNB,clean,0
7992b6ba-0fd,uuxk0are@ibl,Telangana,BOB,clean,0
6fca54c3-692,kek4aegv@oksbi,West Bengal,PNB,clean,0
b7684321-a5d,ng2igsb9@oksbi,Telangana,Kotak,clean,0
0e051c39-642,fr91ipwh@upi,West Bengal,SBI,clean,0
f8adb759-ff2,j3bqrr87@okaxis,Gujarat,Axis,clean,0
4b4c4d05-3db,zrf5a7qy@icici,Gujarat,PNB,clean,0
52136084-c7a,dtm4vxjj@ibl,Tamil Nadu,ICICI,clean,0
692618fb-a65,vqyiy1sy@oksbi,Gujarat,ICICI,clean,0
7cd0e4eb-ec5,aacosym0@paytm,Kerala,HDFC,clean,0
f694d29f-aad,ad7x48wz@ibl,Tamil Nadu,SBI,clean,0
b8323e22-9c7,vn1x2gdg@paytm,West Bengal,Axis,clean,0
7f32ed98-3eb,7w7jp61l@oksbi,Gujarat,BOB,clean,0
59d7c029-a96,jcn9j3gc@okaxis,Tamil Nadu,Kotak,clean,0
40f8aee9-d31,grf1hx6z@ibl,Telangana,SBI,clean,0
a094d57c-0e5,c01arxab@apl,Tamil Nadu,ICICI,clean,0
a8bc7367-673,z6us7rp4@ibl,Karnataka,Kotak,clean,0
88c32907-0d3,a83ru7my@apl,Karnataka,SBI,clean,0
cc2c3f3e-4c7,9xn4m41k@okaxis,Gujarat,HDFC,clean,0
de032811-f29,bngz6wmd@axl,Kerala,PNB,clean,0
8e73c27c-e02,fgzvrctl@icici,Karnataka,BOB,clean,0
